q_right_shoulder_pitch,q_right_shoulder_roll,q_right_shoulder_yaw,q_right_elbow,q_right_wrist_roll,q_right_wrist_pitch,q_right_wrist_yaw,tau_right_shoulder_pitch,tau_right_shoulder_roll,tau_right_shoulder_yaw,tau_right_elbow,tau_right_wrist_roll,tau_right_wrist_pitch,tau_right_wrist_yaw
-0.16006778478622435,-0.4366016298532486,-0.7804851555824279,0.5518953692913056,-0.6974114429950714,-0.6416948413848877,0.04615580461919308,-3.07125,-4.385,-0.68625,-3.06625,0.225,-0.34599999845027923,-0.22287499755620957
-0.27074664950370786,-0.605349806547165,0.7171736466884613,0.9294521605968475,-0.8623187029361725,0.18256121635437011,-0.0457080764323473,-3.43625,-3.7425,-1.065,-0.41125,-0.14125,0.4057500022649765,-0.2177499994635582
0.000753568101208657,-0.35892850637435914,-0.8762347519397735,1.1766268014907837,-0.49196491062641146,0.29160879373550413,0.002029648399911821,-0.25,-3.6825,0.0025,-1.3675,-0.15625,0.03299999989569187,0.02225000038743019
-0.3561555862426758,-0.15906374365091325,-1.253350772857666,0.742002363204956,-0.2947642457485199,-1.1041555786132813,-0.04870125375688076,-2.99875,-3.1675,0.26,-2.58625,0.0,-0.5807500100135803,-0.04925000078976154
-0.3350099164247513,-0.09366894632577896,-0.5534945595264434,0.624406418800354,-1.717248604297638,-0.6901804053783417,-0.12821539223194123,-4.62625,-1.68625,0.0175,-2.7425,0.07,0.018000000566244127,-0.3885000038146973
-0.13670453667640686,-0.2059134414792061,-1.082534818649292,0.41117804884910586,0.28903435051441195,-0.41575313806533815,0.8241211271286011,-2.32375,-3.8775,0.13875,-3.00625,0.03625,-0.6755000114440918,0.02237500049173832
-0.46728028535842897,-0.03318911343812943,-0.2411206990480423,0.29216726541519167,0.2936906999349594,-1.017105052471161,0.2281036701798439,-4.74,-1.04,0.21625,-2.68375,-0.1125,-0.2926250016689301,0.0006250000931322575
-0.5462877094745636,-0.837954787015915,0.4957967561483383,0.4358293664455414,-0.5595938086509704,-0.7792236673831939,0.0464412696659565,-4.95625,-3.1075,-2.385,-1.67625,0.61625,-0.07700000166893005,-0.2902499985694885
-0.444122696518898,-0.10922542780637741,-0.8589681327342987,0.7837959110736847,-0.09810742273926736,-0.8074335873126983,0.031138372644782066,-4.4975,-2.6825,0.33375,-3.01125,0.03375,-0.8636250102519989,-0.0262500006519258
-0.34718636274337766,-0.43940354347229005,0.1328118172287941,1.0611585760116578,-0.06071927472949028,-0.21905964970588684,-0.26569074630737305,-4.1975,-3.43625,-0.68,-1.76125,-0.0825,-0.6795000076293946,-0.18700000107288361
